Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
53,2,23,5,9,56,5,5,1
24,1,33,3,1,51,4,8,0
41,1,17,4,2,38,3,18,0
51,4,32,4,1,47,3,0,0
18,4,36,2,5,35,5,13,0
46,2,10,1,9,55,4,11,1
43,4,37,4,5,63,5,5,1
27,3,16,4,2,26,4,10,0
18,4,40,1,6,28,1,15,0
62,1,29,1,8,54,5,0,0
34,2,35,2,9,48,3,10,0
58,3,19,4,3,43,2,14,0
53,4,1,5,2,41,4,5,0
26,2,46,2,2,27,5,17,0
56,4,12,5,5,23,3,13,0
40,2,33,2,5,38,4,13,0
46,3,33,4,4,28,5,9,0
19,4,39,1,1,32,2,15,0
35,1,43,4,9,34,5,7,0
45,3,15,1,1,26,5,17,0
64,4,6,5,6,56,1,18,0
59,3,16,2,1,53,2,12,0
24,4,38,2,8,29,1,9,0
28,4,17,1,4,22,1,1,0
24,4,13,1,3,56,5,16,1
60,3,43,2,9,55,2,8,0
41,3,1,4,7,25,4,4,0
32,1,11,3,3,31,2,13,0
48,2,13,5,6,41,2,12,0
36,1,11,1,2,60,5,1,0
27,1,31,3,6,40,4,16,0
25,2,15,2,9,26,3,16,0
18,3,19,1,7,32,4,5,0
19,1,38,3,9,64,5,1,0
46,4,20,2,4,62,2,7,0
59,1,14,1,1,56,3,12,0
27,2,43,2,8,62,5,16,1
59,3,18,3,5,59,4,17,1
26,2,28,4,8,21,3,5,0
48,4,16,4,2,64,1,11,0
49,4,8,1,3,35,2,0,0
19,3,36,3,3,25,2,3,0
41,1,4,3,3,37,3,5,0
54,3,2,4,3,32,5,6,0
60,3,8,3,3,47,4,5,1
23,1,10,5,6,44,2,4,0
25,1,34,3,5,35,2,18,0
57,1,46,1,1,36,2,12,0
42,1,12,3,4,26,2,2,0
59,1,17,2,1,45,4,15,0
60,1,15,3,3,49,4,2,0
42,1,1,5,6,57,1,13,0
63,3,5,4,3,62,3,17,0
28,4,24,5,2,58,4,13,1
52,1,20,4,2,40,5,8,0
18,2,31,2,4,35,1,17,0
40,2,39,4,4,53,2,1,0
20,1,22,4,9,42,5,8,0
58,1,41,1,7,60,4,18,0
18,3,1,2,2,35,1,5,0
61,2,20,4,6,20,4,4,0
29,3,25,4,1,47,5,0,0
55,1,43,2,8,35,1,3,0
57,2,37,3,1,59,1,13,0
48,4,32,3,5,50,3,18,0
46,3,12,1,7,32,5,14,0
52,3,3,1,3,64,2,7,0
45,3,40,4,7,43,2,10,0
38,2,35,3,2,53,3,14,0
28,3,28,2,7,30,2,16,0
43,4,0,4,8,54,3,16,0
28,3,22,4,5,36,2,2,0
22,2,30,5,6,52,4,18,1
24,1,15,1,8,57,2,2,0
48,3,36,5,2,23,2,7,0
56,1,43,2,6,50,5,19,0
59,2,38,2,9,25,3,8,0
25,2,6,3,3,43,5,3,0
44,3,0,5,3,27,1,17,0
38,3,31,2,2,23,3,1,0
47,2,30,5,7,45,4,19,1
31,3,22,3,2,54,1,4,0
18,3,39,4,6,23,3,5,0
62,1,27,5,4,25,4,8,0
41,1,1,1,2,40,2,5,0
23,4,10,4,9,29,2,4,0
23,2,33,1,6,41,2,15,0
22,4,44,5,5,49,3,14,0
52,3,19,5,7,25,3,0,0
61,3,41,2,3,47,3,11,0
32,4,13,2,9,29,5,0,0
52,1,24,4,5,21,2,16,0
58,3,31,4,2,27,1,8,0
25,1,8,1,8,59,4,3,0
60,2,43,3,2,47,3,17,0
52,2,31,3,9,50,2,8,0
22,2,20,2,2,26,2,2,0
48,2,1,2,9,39,3,19,0
59,2,1,1,3,27,2,4,0
48,3,19,1,1,25,4,0,0
54,3,20,5,2,64,1,7,0
25,3,16,4,8,37,4,7,0
23,4,36,4,6,28,4,9,0
40,1,11,5,3,34,2,19,0
33,3,26,2,6,33,2,1,0
61,1,42,2,8,57,5,8,0
25,3,6,1,4,60,3,13,0
21,4,4,1,3,41,4,0,0
49,2,24,5,7,23,1,11,0
20,1,45,2,9,57,3,16,0
33,1,31,2,2,64,5,19,0
51,4,20,4,4,36,4,16,0
30,4,36,3,4,42,1,16,0
50,3,42,1,1,57,1,11,0
39,3,10,3,3,47,2,13,0
48,1,33,4,1,49,4,19,0
41,3,14,2,8,63,2,1,0
20,4,46,2,6,36,1,4,0
50,1,19,1,3,57,5,18,0
47,4,3,3,6,50,4,14,0
43,4,26,1,9,32,2,14,0
51,1,18,1,3,54,5,12,0
39,4,25,2,1,30,4,16,0
47,2,4,4,4,42,4,7,0
52,3,38,2,8,30,1,7,0
42,2,40,1,8,45,2,4,0
45,3,25,3,9,59,3,13,0
50,1,28,2,3,64,3,12,0
40,1,37,2,3,62,4,18,0
43,2,6,3,8,42,2,16,0
26,4,39,3,1,39,2,17,0
25,4,23,4,6,36,5,18,0
54,4,32,4,3,28,5,7,0
50,3,17,3,3,26,3,9,0
32,3,44,2,2,62,5,18,1
64,2,44,1,2,64,3,13,0
25,1,21,1,2,37,3,12,0
38,2,18,4,5,25,3,8,0
20,2,29,4,5,34,3,9,0
26,1,28,1,6,28,1,7,0
31,4,25,4,8,52,3,13,0
55,2,29,2,3,60,1,0,0
44,3,35,5,8,33,4,8,0
37,3,45,4,8,26,3,18,0
21,2,11,2,7,59,1,6,0
41,1,19,4,2,29,5,13,0
44,4,25,3,9,61,2,8,0
29,3,24,1,6,37,3,0,0
45,3,21,4,3,27,1,3,0
52,2,35,4,3,64,1,2,0
41,4,9,4,1,36,2,7,0
48,1,7,5,9,32,4,9,0
20,3,9,5,8,26,1,2,0
47,4,23,5,6,20,1,10,0
44,1,27,3,5,32,5,18,0
34,3,30,4,6,46,5,14,1
23,1,36,5,7,48,5,0,0
64,3,10,2,6,48,4,16,1
60,2,41,4,7,40,4,6,0
35,1,27,1,9,26,5,15,0
52,1,36,1,3,51,5,17,0
44,3,0,4,7,30,1,19,0
34,4,35,3,1,23,2,2,0
28,1,35,5,5,37,3,19,0
55,1,42,4,1,36,2,10,0
54,3,11,4,9,58,2,19,0
59,4,26,4,5,50,2,17,0
51,2,10,3,9,44,2,14,0
64,4,21,3,1,25,3,7,0
49,2,34,4,8,42,2,6,0
60,2,17,1,3,49,4,13,1
63,4,1,2,9,51,2,12,0
63,4,44,4,5,33,1,12,0
52,3,7,3,9,34,4,11,0
45,4,36,3,3,21,5,13,0
39,2,12,3,8,37,3,6,0
33,1,32,4,6,57,4,5,0
63,1,45,1,4,34,4,6,0
59,4,3,5,8,25,4,8,0
57,2,24,1,4,35,1,1,0
29,1,23,2,6,50,1,0,0
22,4,31,3,2,36,5,6,0
43,1,5,1,3,34,1,17,0
43,2,30,3,2,40,4,19,0
30,4,7,3,6,26,1,19,0
41,3,21,5,2,22,1,11,0
61,2,30,5,8,37,5,15,0
20,4,23,5,7,23,2,9,0
49,3,19,2,4,42,5,13,1
40,4,26,3,9,52,5,12,1
54,1,39,3,3,62,3,8,0
55,4,14,1,7,26,4,12,0
62,2,23,1,9,22,2,1,0
55,1,29,1,9,28,2,0,0
30,1,9,4,9,46,1,13,0
32,3,14,3,7,44,4,8,1
19,1,15,3,6,49,4,9,0
28,3,6,1,7,46,4,2,0
33,2,34,5,4,34,4,2,0
35,1,37,5,7,50,3,16,0
51,4,41,1,1,44,3,3,0
27,3,44,2,9,40,3,13,0
30,2,38,1,7,47,4,3,0
49,1,8,3,2,52,4,1,0
25,2,14,3,6,20,4,4,0
24,1,21,5,9,41,3,0,0
34,1,28,4,4,26,1,15,0
58,2,10,2,1,45,2,6,0
44,1,5,4,3,60,1,9,0
25,4,25,1,5,33,5,0,0
46,2,42,3,4,48,5,9,1
54,4,7,3,7,23,4,4,0
44,4,16,5,2,55,4,6,1
54,1,12,3,6,26,3,13,0
41,4,36,1,5,55,3,5,0
62,1,45,5,4,63,2,9,0
33,1,38,2,6,49,3,18,0
43,3,22,3,5,60,1,19,0
48,1,1,5,5,48,4,18,0
44,1,21,2,3,38,2,2,0
43,4,1,5,1,24,5,5,0
60,3,45,4,8,22,3,19,0
32,3,7,1,9,60,1,9,0
32,4,43,1,7,21,2,9,0
40,1,36,5,3,26,4,5,0
42,1,41,2,6,31,2,17,0
61,4,43,4,2,57,5,19,1
21,1,1,5,4,25,1,8,0
53,2,32,1,2,60,1,5,0
33,2,35,2,5,54,4,17,1
64,4,11,2,8,61,4,0,0
57,2,20,2,3,41,5,6,1
38,1,36,2,5,63,3,11,0
57,1,24,1,9,49,3,16,0
60,4,44,3,1,32,1,13,0
34,4,2,4,9,41,1,5,0
20,2,0,3,8,21,2,1,0
24,4,22,5,4,22,3,11,0
29,4,45,4,6,24,3,12,0
18,4,34,2,7,50,1,14,0
60,3,11,1,4,62,5,17,1
54,4,30,2,7,44,2,13,0
23,3,40,5,8,38,4,2,0
63,1,13,4,9,46,3,1,0
40,1,8,4,7,61,5,5,0
42,1,21,4,5,22,3,5,0
42,2,10,1,9,28,4,15,0
20,2,26,4,3,64,4,2,0
21,2,7,5,8,21,5,2,0
47,1,32,1,4,45,3,7,0
50,3,41,5,1,53,3,17,0
46,2,28,3,1,52,5,5,1
21,4,23,2,1,21,3,7,0
31,3,33,4,5,20,4,14,0
38,3,5,2,7,25,5,3,0
24,3,3,1,5,23,2,0,0
38,3,45,5,8,25,1,12,0
24,3,18,1,9,40,3,10,0
18,4,45,2,5,64,1,16,0
51,2,6,2,7,52,2,1,0
40,3,32,3,8,58,1,6,0
20,4,3,3,5,24,2,3,0
35,1,28,1,7,54,4,18,0
60,2,35,3,6,51,1,12,0
29,3,15,4,5,54,4,8,1
31,3,13,1,9,55,4,8,1
58,2,46,4,4,52,5,13,1
45,3,22,3,5,48,3,15,0
59,1,17,3,8,31,4,18,0
62,3,0,5,7,31,4,5,0
41,2,17,5,5,21,4,16,0
41,4,9,5,1,42,5,19,1
20,4,37,4,4,43,2,9,0
26,2,30,2,5,20,3,0,0
41,2,16,2,1,26,5,2,0
19,1,8,4,7,31,1,3,0
57,3,13,2,9,33,1,0,0
45,2,4,5,3,48,3,13,0
24,1,19,4,5,31,5,8,0
26,1,43,1,9,61,1,8,0
62,4,31,2,1,28,4,12,0
56,2,15,1,5,61,2,0,0
56,4,26,5,7,55,3,10,0
50,2,20,1,6,34,5,4,0
51,1,32,3,8,44,3,9,0
38,2,24,5,7,22,5,5,0
46,2,41,5,8,49,3,1,0
44,4,19,1,3,26,1,6,0
34,4,2,2,8,54,3,5,0
59,4,6,2,9,39,4,7,0
64,1,8,4,3,57,2,15,0
40,3,5,1,8,50,2,17,0
62,2,9,5,7,38,4,10,0
38,1,16,1,6,39,4,16,0
25,2,22,2,9,26,2,6,0
26,2,27,5,5,56,4,15,1
50,3,3,5,8,60,3,17,0
21,2,31,4,2,27,3,16,0
35,4,0,4,5,28,1,16,0
49,2,4,3,3,24,5,17,0
47,2,11,1,9,55,1,2,0
42,1,45,3,1,41,5,1,0
50,2,0,2,7,60,1,10,0
52,2,5,4,3,27,5,18,0
59,4,3,1,6,35,5,16,0
51,1,29,3,8,49,1,16,0
19,2,10,2,6,34,1,18,0
30,4,16,2,6,41,4,13,1
58,4,41,4,8,44,5,6,1
40,4,40,4,8,29,5,4,0
40,2,37,4,7,20,1,18,0
48,2,27,4,5,60,3,9,0
19,4,5,4,7,28,5,3,0
19,4,33,1,6,48,3,8,0
22,3,17,3,1,60,5,0,0
31,1,40,5,5,23,3,3,0
40,1,27,3,5,34,4,3,0
52,1,8,1,6,53,1,7,0
63,3,25,1,1,57,1,3,0
18,4,4,5,4,60,3,11,0
58,1,0,1,4,58,4,5,0
57,1,5,2,2,63,4,0,0
32,1,5,2,2,50,3,11,0
47,2,6,4,6,57,5,12,1
38,3,5,2,1,54,1,13,0
25,2,9,5,9,26,4,5,0
24,1,42,2,2,21,3,14,0
58,2,31,5,2,30,1,7,0
51,1,19,4,3,35,1,0,0
59,2,2,1,5,58,4,19,0
54,4,33,2,1,20,2,13,0
49,4,12,3,5,21,5,9,0
50,2,16,3,6,32,3,9,0
23,4,45,2,7,31,5,0,0
59,4,25,3,3,48,4,9,1
27,3,41,3,9,48,1,3,0
43,1,20,2,7,49,4,9,0
62,3,4,4,3,48,3,11,0
43,1,41,2,4,23,1,14,0
36,1,44,4,4,53,4,0,0
52,1,30,2,4,49,5,0,0
62,2,11,5,1,33,4,17,0
21,4,24,2,9,55,2,15,0
42,3,8,4,3,43,1,18,0
25,4,8,5,7,60,2,10,0
29,1,16,2,4,53,5,6,0
41,1,12,3,1,50,1,2,0
41,2,3,5,1,33,5,19,0
34,1,36,1,8,29,5,17,0
42,1,4,3,4,39,2,14,0
50,2,37,1,5,50,2,17,0
44,2,24,1,5,60,4,2,0
19,2,23,1,9,26,2,5,0
26,3,35,5,8,20,1,3,0
50,3,30,4,9,64,3,4,0
36,3,4,5,5,24,5,2,0
22,1,10,2,6,29,5,18,0
64,3,42,2,3,53,4,19,1
37,1,11,4,7,57,3,9,0
41,4,27,3,2,25,5,15,0
48,3,43,4,8,34,4,17,0
61,4,4,3,5,26,5,8,0
21,1,27,4,2,61,2,11,0
49,1,43,1,1,47,1,14,0
64,4,21,2,9,58,1,19,0
52,2,41,1,2,56,3,16,0
31,3,25,3,7,31,5,15,0
53,2,25,2,6,22,3,14,0
23,4,45,4,2,56,1,9,0
34,1,15,5,2,40,2,2,0
35,4,35,4,3,48,5,6,1
25,1,18,3,4,25,5,0,0
29,3,13,1,1,35,3,8,0
34,4,42,1,8,30,1,12,0
48,1,39,2,7,21,1,6,0
18,3,16,1,7,63,2,3,0
28,3,34,3,7,34,1,16,0
59,3,33,3,8,60,2,15,0
33,2,42,2,9,20,3,16,0
54,3,40,3,5,33,5,3,0
45,3,39,5,8,32,4,5,0
26,3,0,4,3,26,2,17,0
25,3,35,5,2,62,3,3,0
42,3,2,5,9,58,3,8,0
27,2,43,1,9,52,1,11,0
57,3,0,5,2,28,5,17,0
20,1,2,2,3,60,2,16,0
40,1,14,5,1,50,5,10,0
40,3,33,4,4,61,5,10,1
61,3,32,1,7,33,3,9,0
21,3,38,3,1,23,2,0,0
40,3,33,3,1,61,3,17,0
26,3,29,5,8,36,3,13,0
21,1,11,2,2,35,2,3,0
51,3,43,4,5,61,4,12,1
56,4,37,3,9,62,1,5,0
35,3,41,2,1,44,4,8,1
51,3,18,2,1,36,2,2,0
51,4,10,4,5,43,5,2,0
59,4,5,2,8,44,1,13,0
20,1,17,3,4,44,3,8,0
36,4,25,2,8,41,2,2,0
51,4,33,4,5,48,2,0,0
43,1,44,5,4,22,5,12,0
52,4,20,5,1,54,2,11,0
58,3,27,1,9,36,1,2,0
60,4,14,4,7,32,2,12,0
48,4,31,2,3,22,3,1,0
60,4,18,3,4,28,3,5,0
44,1,4,3,1,32,2,11,0
20,4,16,1,2,47,4,0,0
54,4,42,2,8,37,5,19,0
29,3,11,4,6,58,4,5,1
64,1,3,4,7,52,3,4,0
40,3,33,1,1,35,5,14,0
34,2,41,2,6,47,1,4,0
33,1,40,1,4,61,4,18,0
34,4,34,3,5,47,2,8,0
32,2,41,3,6,48,4,2,0
43,4,32,2,4,36,2,17,0
62,4,17,3,8,55,2,10,0
19,1,5,5,7,25,5,2,0
34,2,25,4,2,20,5,6,0
18,1,12,3,8,27,3,11,0
47,4,33,1,1,23,2,7,0
49,1,5,4,7,39,4,0,0
47,3,38,3,8,24,3,3,0
59,1,19,1,3,59,3,3,0
21,4,4,5,9,33,4,6,0
59,4,4,2,9,20,3,8,0
61,4,25,3,4,61,1,15,0
49,1,26,2,9,58,5,13,0
52,4,27,1,6,24,3,12,0
18,4,21,4,7,39,3,19,0
36,2,6,2,1,29,5,1,0
50,2,19,1,2,39,1,3,0
36,4,30,1,7,48,4,8,1
53,4,35,4,8,64,4,11,1
44,2,23,2,7,30,5,11,0
30,2,29,5,7,39,2,7,0
44,4,45,1,8,46,5,1,0
63,3,5,1,9,20,5,9,0
31,2,34,1,4,58,5,13,1
41,3,6,3,5,27,5,0,0
52,4,41,1,4,58,1,2,0
36,3,4,2,9,49,5,2,0
42,2,30,4,6,59,1,8,0
28,2,33,5,5,58,5,4,0
26,2,7,4,3,35,5,1,0
23,1,14,3,9,57,4,0,0
53,4,19,5,8,40,1,9,0
54,2,10,3,6,64,4,5,1
46,2,28,3,9,25,5,10,0
26,3,27,2,4,47,2,15,0
50,2,43,5,2,63,2,7,0
40,4,17,5,7,56,4,18,1
32,1,31,2,9,47,2,8,0
28,2,18,4,8,64,1,2,0
40,2,19,3,8,64,4,1,0
43,3,44,1,1,31,4,17,0
18,1,0,1,4,55,2,4,0
47,1,11,5,7,37,5,11,0
34,2,35,5,3,42,4,11,1
64,1,3,1,7,52,5,19,0
63,2,22,5,3,26,1,1,0
58,4,15,1,1,44,4,13,1
40,3,23,3,2,31,4,19,0
53,4,41,4,5,27,1,15,0
58,1,18,3,8,47,5,5,0
22,4,32,3,6,25,3,4,0
52,2,16,5,4,63,2,10,0
26,3,2,1,3,20,5,18,0
21,4,17,1,5,25,1,8,0
24,3,14,2,1,22,1,9,0
18,2,13,2,4,48,1,4,0
33,3,29,1,6,35,3,0,0
42,3,24,1,6,43,2,2,0
23,2,7,2,9,21,2,16,0
55,1,25,5,3,27,1,12,0
31,4,9,5,2,43,4,13,1
54,1,9,5,1,60,5,6,0
28,4,45,2,2,37,2,6,0
18,3,13,2,6,21,5,2,0
59,2,3,2,7,55,2,19,0
18,1,29,4,4,46,3,2,0
53,4,23,4,9,22,2,14,0
25,4,1,4,7,27,3,4,0
49,1,17,3,1,45,1,11,0
50,3,15,2,3,39,3,15,0
25,3,43,4,9,30,2,17,0
31,1,38,2,3,27,3,18,0
41,2,29,4,2,50,4,15,1
58,2,9,1,6,28,2,14,0
46,4,3,2,2,44,2,12,0
42,3,23,1,9,56,1,15,0
23,4,0,1,6,35,3,19,0
18,1,24,4,8,61,1,5,0
40,4,28,2,8,20,5,4,0
58,1,24,3,2,44,1,13,0
50,3,33,3,3,43,4,15,1
31,3,37,2,2,41,2,19,0
45,1,26,4,9,42,1,2,0
46,2,4,3,4,39,2,1,0
60,3,21,3,2,63,1,2,0
57,4,18,2,4,49,4,13,1
40,2,43,2,9,46,3,7,0
61,4,21,4,4,59,5,12,1
55,2,7,5,3,33,3,13,0
60,1,24,2,7,59,4,5,0
27,2,35,2,7,41,3,19,0
44,4,26,3,1,42,4,18,1
25,4,18,1,3,32,5,6,0
61,2,28,4,6,31,2,14,0
21,1,28,3,9,40,5,10,0
38,3,15,4,2,23,1,13,0
38,4,39,5,6,23,5,16,0
47,2,32,1,6,53,2,11,0
30,4,40,4,4,55,4,7,1
20,4,20,3,5,63,3,13,0
37,4,44,4,3,27,5,11,0
53,3,16,2,6,33,2,9,0
57,1,34,4,2,57,5,18,0
22,4,26,1,2,31,5,17,0
39,1,38,4,1,38,5,14,0
19,1,37,1,2,56,2,4,0
42,4,37,2,7,52,1,1,0
57,1,37,1,5,22,5,15,0
41,4,45,1,2,62,3,15,0
22,4,2,1,2,42,2,11,0
33,4,21,4,2,51,1,14,0
32,4,26,2,9,37,3,1,0
30,1,16,3,6,41,1,18,0
28,3,7,4,8,40,2,11,0
33,3,35,1,1,46,4,6,1
35,1,1,4,6,30,2,7,0
42,2,43,2,6,64,4,8,1
64,1,19,4,6,49,4,8,0
55,1,43,5,6,24,2,12,0
57,2,38,2,1,34,5,3,0
21,4,13,1,2,50,4,1,0
38,2,10,4,1,21,5,4,0
28,1,4,4,8,64,2,7,0
51,4,5,4,3,47,5,6,1
47,1,25,1,9,29,1,0,0
21,2,30,5,7,36,4,6,0
31,2,32,3,2,55,2,4,0
28,1,41,3,5,47,1,6,0
21,4,28,1,4,54,1,4,0
43,1,26,5,6,23,5,4,0
20,2,0,2,1,64,1,7,0
54,4,6,4,9,25,4,10,0
55,1,29,3,8,60,2,2,0
58,3,4,2,3,25,5,6,0
21,1,36,4,1,50,5,5,0
43,4,7,3,6,62,4,15,1
56,2,18,2,7,21,3,5,0
62,3,29,1,9,24,2,16,0
59,4,38,4,2,60,2,6,0
61,1,10,4,8,32,3,7,0
59,4,23,3,8,60,2,14,0
28,2,14,4,7,27,3,17,0
28,3,1,4,1,37,2,12,0
55,2,17,4,9,60,3,8,0
55,1,27,1,7,60,3,6,0
37,3,40,3,1,59,1,5,0
43,1,36,5,3,40,4,4,0
55,3,39,1,8,63,3,15,0
29,1,22,2,8,33,5,1,0
46,3,19,1,9,20,5,19,0
31,2,1,1,4,29,4,7,0
42,1,21,2,9,48,2,18,0
59,1,3,2,4,43,5,13,0
59,2,20,2,7,58,3,9,0
56,1,6,5,3,20,2,5,0
43,3,33,2,6,31,1,7,0
27,2,28,1,3,27,3,14,0
31,3,25,5,8,57,3,13,0
22,2,41,5,3,61,1,19,0
39,3,4,2,2,54,1,18,0
28,4,11,2,9,60,5,0,0
46,1,29,3,1,56,5,4,0
24,3,22,5,1,61,5,14,1
35,1,0,5,1,55,2,5,0
48,2,45,5,5,47,2,14,0
60,4,35,2,2,61,3,3,0
37,3,41,2,6,21,3,4,0
52,3,31,5,4,58,2,14,0
24,1,6,5,7,61,5,18,0
47,4,20,4,9,36,1,5,0
21,2,43,5,1,22,4,0,0
47,1,17,2,2,37,1,3,0
47,2,6,4,3,39,3,11,0
47,1,19,2,3,30,5,10,0
35,4,39,1,2,39,2,9,0
60,1,43,3,4,26,1,19,0
63,1,44,1,6,46,5,19,0
27,3,38,1,7,62,4,0,0
31,3,3,1,9,26,3,12,0
53,1,19,1,3,33,1,17,0
40,2,4,4,2,60,4,7,0
29,4,9,1,4,27,3,12,0
29,3,40,5,1,32,5,10,0
51,1,44,3,6,33,2,7,0
43,2,5,2,6,38,1,13,0
23,2,22,5,3,62,1,18,0
54,2,4,4,8,34,4,10,0
32,1,22,2,7,59,5,7,0
59,4,11,1,1,40,1,3,0
56,3,26,2,1,30,1,15,0
36,2,25,5,2,64,1,10,0
57,1,46,5,3,58,4,5,0
64,1,9,1,8,37,3,10,0
40,1,4,4,1,53,1,10,0
53,4,25,3,3,43,1,9,0
30,4,29,2,8,50,3,14,0
48,1,28,2,6,50,4,8,0
54,1,15,3,9,47,3,18,0
43,4,20,3,6,20,1,11,0
60,4,6,2,8,51,5,18,1
35,3,20,1,7,40,2,12,0
64,3,35,1,4,52,4,16,1
50,1,35,2,7,57,4,5,0
57,4,12,3,1,59,1,3,0
49,3,15,1,7,62,5,11,1
21,1,16,1,7,53,3,2,0
58,4,41,5,6,26,1,7,0
36,2,6,1,4,44,3,6,0
24,4,15,1,9,64,5,4,0
64,3,31,2,5,56,4,17,1
52,4,37,3,7,33,2,11,0
43,3,35,4,7,27,5,15,0
61,1,42,1,2,41,5,18,0
40,4,13,2,6,63,5,3,0
51,1,15,5,7,50,4,5,0
24,3,10,1,8,21,3,19,0
28,2,13,3,9,51,3,6,0
25,4,31,5,9,26,3,10,0
30,3,12,4,9,30,2,19,0
49,3,0,1,5,46,3,19,0
58,3,38,5,5,35,5,3,0
51,2,38,1,4,34,1,18,0
35,2,29,2,1,63,5,15,1
32,4,23,5,4,54,5,18,1
60,1,16,5,9,31,3,3,0
41,3,14,4,1,20,1,2,0
64,1,40,4,3,44,1,17,0
38,4,30,3,1,28,2,18,0
35,4,29,5,6,63,2,13,0
31,2,41,5,3,49,3,0,0
36,3,38,3,3,60,4,0,0
30,3,4,5,7,51,5,9,0
33,3,8,2,1,31,3,3,0
19,4,35,2,1,38,3,9,0
51,3,3,2,8,31,4,18,0
43,1,3,1,8,22,4,11,0
39,3,0,3,2,45,4,2,0
37,2,23,3,3,57,4,4,0
46,4,31,2,1,23,4,13,0
35,1,37,4,9,60,5,4,0
46,3,10,2,6,44,2,2,0
59,1,22,5,9,30,1,18,0
61,1,10,5,8,54,3,12,0
44,3,25,5,3,49,4,8,1
52,4,5,1,7,22,1,11,0
46,2,20,5,3,49,3,11,0
23,3,41,3,9,41,1,11,0
54,3,46,5,3,52,4,17,1
42,2,18,3,2,22,1,19,0
38,3,26,2,2,59,2,6,0
48,2,27,1,1,44,2,11,0
57,1,1,5,2,25,3,9,0
33,2,39,3,3,20,4,15,0
31,1,34,2,2,34,3,3,0
23,2,23,5,8,25,3,13,0
28,1,17,3,9,55,5,13,0
44,2,6,1,4,40,5,2,0
55,1,41,1,8,49,3,17,0
22,3,46,1,2,55,3,12,0
32,2,11,4,6,46,3,12,0
55,2,40,5,4,31,1,3,0
33,1,10,1,3,59,5,10,0
35,2,28,1,2,41,3,1,0
50,2,21,2,4,32,1,15,0
52,2,2,3,9,21,4,15,0
41,2,23,3,9,32,4,18,0
52,4,28,5,1,46,1,0,0
24,2,37,2,2,56,5,15,1
31,1,26,1,3,55,5,19,0
47,2,41,1,1,48,5,17,1
41,4,39,1,2,57,1,1,0
32,3,33,3,1,40,5,13,0
30,3,14,3,1,63,5,7,1
36,3,17,4,7,22,2,14,0
46,4,10,5,1,41,2,14,0
39,1,23,3,5,25,3,7,0
19,2,14,5,1,55,3,8,0
56,2,42,4,6,41,4,2,0
30,2,22,4,9,60,5,18,1
53,4,12,1,7,44,5,15,1
55,2,3,2,7,51,4,4,0
35,1,34,2,6,37,2,9,0
32,3,40,4,1,23,5,16,0
52,1,7,5,7,41,4,1,0
34,2,29,5,8,57,4,16,1
30,2,15,5,3,60,3,6,0
39,2,6,2,1,40,2,11,0
57,3,24,5,5,62,1,18,0
38,2,18,3,7,33,1,0,0
43,2,16,2,3,49,2,2,0
63,1,29,3,3,52,5,10,0
21,4,37,1,2,27,3,15,0
24,2,14,4,7,26,3,3,0
27,3,27,3,1,61,1,10,0
32,1,36,2,4,25,5,6,0
43,4,19,2,9,64,4,0,0
33,4,23,4,9,26,4,8,0
57,2,2,1,1,53,2,14,0
51,4,1,5,8,29,4,15,0
34,3,7,1,8,27,1,0,0
55,1,43,2,5,45,2,10,0
33,4,13,5,8,38,3,11,0
51,2,12,3,7,62,2,10,0
46,2,9,5,8,33,1,6,0
35,1,2,2,3,64,4,18,0
28,3,15,4,5,55,2,9,0
29,1,24,5,9,42,2,15,0
54,1,43,5,4,21,3,4,0
19,3,26,5,1,48,5,6,1
35,3,16,1,6,24,1,5,0
55,2,29,1,6,33,2,10,0
50,1,19,3,9,25,1,9,0
26,2,18,2,6,64,3,4,0
32,3,0,4,9,37,1,5,0
45,1,45,4,7,64,3,1,0
25,1,26,4,8,26,2,6,0
63,1,23,1,3,56,1,0,0
53,3,41,1,2,52,4,8,1
56,3,45,4,2,32,3,1,0
25,4,28,5,7,31,5,3,0
59,1,20,1,8,52,4,9,0
36,4,37,3,7,40,2,14,0
21,1,29,2,6,46,1,14,0
44,3,18,5,9,31,1,0,0
30,3,24,4,8,23,3,14,0
55,4,36,3,1,24,5,8,0
38,4,12,2,8,44,3,0,0
43,4,34,2,1,57,2,0,0
62,3,23,2,3,20,2,6,0
40,1,45,5,8,47,5,12,0
47,2,27,5,3,49,2,1,0
48,4,23,1,6,21,1,7,0
48,4,10,2,8,57,4,5,1
33,2,44,2,6,58,3,1,0
59,1,0,2,9,50,3,10,0
58,2,25,5,4,37,5,14,0
24,1,14,5,3,28,5,5,0
34,4,19,4,1,39,4,18,0
41,2,13,1,4,27,2,9,0
37,4,8,5,2,44,1,3,0
56,1,45,2,2,57,3,9,0
44,3,28,2,3,43,3,8,0
19,4,21,5,7,57,2,4,0
18,2,31,3,1,62,3,8,0
51,2,40,4,9,53,2,19,0
44,4,41,5,2,60,3,19,0
54,3,14,1,4,20,4,11,0
23,4,26,3,3,33,3,19,0
55,2,36,2,6,51,4,0,0
44,1,12,1,1,52,2,1,0
33,1,29,3,6,38,2,8,0
52,3,42,4,9,53,2,19,0
44,2,46,1,5,22,1,11,0
52,1,10,1,8,45,2,11,0
53,3,9,4,7,50,4,3,0
